minimum_bytes,average_bytes,maximum_bytes,normalization,input_bytes,seed,complete_chunks,complete_bytes,final_tail_bytes,observed_mean_bytes,analytical_mean_bytes,analytical_model,lower_inclusive,upper_exclusive,observed_count,observed_probability,analytical_probability
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,155648,159744,64,0.00477683236304,0.00516257572432
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,159744,163840,55,0.00410509031199,0.00455594839611
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,163840,167936,59,0.00440364233468,0.00402060267905
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,167936,172032,46,0.00343334826093,0.00354816264305
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,172032,176128,42,0.00313479623824,0.00313123656987
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,176128,180224,43,0.00320943424392,0.00276330130348
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,180224,184320,27,0.00201522615316,0.00243860018987
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,184320,188416,31,0.00231377817585,0.0021520530094
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,188416,192512,32,0.00238841618152,0.00189917649253
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,192512,196608,17,0.00126884609643,0.0016760141753
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,196608,200704,22,0.00164203612479,0.00147907449722
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,200704,204800,14,0.00104493207941,0.00130527617282
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,204800,208896,17,0.00126884609643,0.00115189998241
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,208896,212992,10,0.000746380056725,0.00101654622762
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,212992,217088,11,0.000821018062397,0.000897097186091
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,217088,221184,9,0.000671742051052,0.000791683977993
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,221184,225280,11,0.000821018062397,0.000698657325793
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,225280,229376,8,0.00059710404538,0.000616561749957
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,229376,233472,7,0.000522466039707,0.000544112796754
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,233472,237568,6,0.000447828034035,0.000480176941908
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,237568,241664,6,0.000447828034035,0.000423753855663
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,241664,245760,10,0.000746380056725,0.000373960751792
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,245760,249856,5,0.000373190028362,0.000330018575671
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,249856,253952,4,0.00029855202269,0.000291239815317
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,253952,258048,4,0.00029855202269,0.000257017744694
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,258048,262144,2,0.000149276011345,0.000226816930973
16384,65536,262144,1,1073741824,1,13398,1073582560,159264,80130.0612032,79835.9940688,independent-uniform-hash,262144,262145,25,0.00186595014181,0.00170346139188
