minimum_bytes,average_bytes,maximum_bytes,normalization,input_bytes,seed,complete_chunks,complete_bytes,final_tail_bytes,observed_mean_bytes,analytical_mean_bytes,analytical_model,lower_inclusive,upper_exclusive,observed_count,observed_probability,analytical_probability
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,16384,20480,238,0.0165611300536,0.0155035923349
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,20480,24576,224,0.0155869459328,0.0152632309597
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,24576,28672,215,0.0149606847123,0.0150265960491
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,28672,32768,231,0.0160740379932,0.0147936298298
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,32768,36864,186,0.0129427318906,0.0145642754238
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,36864,40960,225,0.0156565305128,0.014338476835
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,40960,45056,192,0.013360239371,0.0141161789354
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,45056,49152,206,0.0143344234918,0.0138973274519
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,49152,53248,193,0.013429823951,0.0136818689525
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,53248,57344,209,0.0145431772319,0.0134697508339
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,57344,61440,214,0.0148911001322,0.0132609213081
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,61440,65536,172,0.0119685477698,0.0130553293902
16384,65536,262144,2,1073741824,1,14371,1073691727,50097,74712.387934,74784.79336,independent-uniform-hash,65536,69632,2548,0.177301509985,0.183385452258
