minimum_bytes,average_bytes,maximum_bytes,normalization,input_bytes,seed,complete_chunks,complete_bytes,final_tail_bytes,observed_mean_bytes,analytical_mean_bytes,analytical_model,lower_inclusive,upper_exclusive,observed_count,observed_probability,analytical_probability
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,90112,94208,302,0.0199432080829,0.0178341825604
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,94208,98304,168,0.01109423496,0.010816648384
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,98304,102400,100,0.00660371128574,0.00656042865245
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,102400,106496,45,0.00297167007858,0.00397897967801
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,106496,110592,36,0.00237733606287,0.00241329951391
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,110592,114688,18,0.00118866803143,0.0014636954735
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,114688,118784,12,0.000792445354289,0.00088774908659
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,118784,122880,6,0.000396222677145,0.000538430605962
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,122880,126976,3,0.000198111338572,0.000326564703717
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,126976,131072,5,0.000330185564287,0.000198065460122
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,131072,135168,5,0.000330185564287,0.00012012910779
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,135168,139264,0,0,7.28597632803e-05
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,139264,143360,0,0,4.41903315767e-05
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,143360,147456,2,0.000132074225715,2.68019729537e-05
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,147456,151552,0,0,1.62557222041e-05
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,151552,155648,1,6.60371128574e-05,9.85929300168e-06
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,155648,159744,0,0,5.97978098249e-06
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,159744,163840,0,0,3.62680981214e-06
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,163840,167936,0,0,2.19970421189e-06
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,167936,172032,0,0,1.33414732795e-06
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,172032,176128,0,0,8.09176562422e-07
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,176128,180224,0,0,4.90775415529e-07
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,180224,184320,0,0,2.97661251758e-07
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,184320,188416,0,0,1.80535165373e-07
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,188416,192512,0,0,1.09496771095e-07
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,192512,196608,0,0,6.64111219351e-08
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,196608,200704,0,0,4.02791521248e-08
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,200704,204800,0,0,2.44297951868e-08
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,204800,208896,0,0,1.48169675418e-08
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,208896,212992,0,0,8.98667085192e-09
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,212992,217088,0,0,5.45052503131e-09
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,217088,221184,0,0,3.30580962604e-09
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,221184,225280,0,0,2.00501371062e-09
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,225280,229376,0,0,1.2160652485e-09
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,229376,233472,0,0,7.37558236708e-10
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,233472,237568,0,0,4.47338055487e-10
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,237568,241664,0,0,2.71316080713e-10
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,241664,245760,0,0,1.64556368532e-10
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,245760,249856,0,0,9.98054972001e-11
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,249856,253952,0,0,6.05332450831e-11
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,253952,258048,0,0,3.67140762236e-11
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,258048,262144,0,0,2.22676321826e-11
16384,65536,262144,3,1073741824,1,15143,1073681930,59894,70902.8547844,70760.2865461,independent-uniform-hash,262144,262145,0,0,3.43226558286e-11
